",""Ano"",""UF"",""Município"",""Região"",""Código Programa"",""Programa Fomento"",""IES"",""Status Jurídico"",""Programa"",""Área Avaliação"",""Área Conhecimento"",""Grande Área"",""Codigo IES"",""Coordenador Geral IsF"",""Coordenador Pedagógico IsF"",""DOUTORADO PLENO"",""Iniciação Científica"",""JOVENS TALENTOS - A"",""JOVENS TALENTOS - B"",""MESTRADO"",""MESTRADO PROFISSIONAL"",""PESQUISADOR VISITANTE ESPECIAL"",""PROF VISITANTE NACIONAL SÊNIOR"",""PROFESSOR VISITANTE EXTERIOR PLENO"",""PROFESSOR VISITANTE EXTERIOR SENIOR"",""Professor IsF"",""PÓS-DOUTORADO"",""Total Linha"""
"3069,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50001019172P7"",""FAPEMAT-II"",""UFMT"",""Federal"",""GESTÃO E TECNOLOGIA AMBIENTAL"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50001019"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3070,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50005014001P3"",""DS"",""IFMT"",""Federal"",""Ciência e Tecnologia de Alimentos"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""50005014"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"3071,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50005014001P3"",""FAPEMAT-II"",""IFMT"",""Federal"",""Ciência e Tecnologia de Alimentos"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""50005014"",0,0,0,0,0,0,14,0,0,0,0,0,0,0,14"
"3072,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50005014001P3"",""PNPD"",""IFMT"",""Federal"",""Ciência e Tecnologia de Alimentos"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""50005014"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3073,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013002P9"",""PNPD"",""UNIC"",""Privada"",""Biociência Animal"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""50008013"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3074,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013002P9"",""PROSUP"",""UNIC"",""Privada"",""Biociência Animal"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""50008013"",0,0,0,0,0,0,9,0,0,0,0,0,0,0,9"
"3075,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013003P5"",""PNPD"",""UNIC"",""Privada"",""Ciências Ambientais"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50008013"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3076,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013003P5"",""PROSUP"",""UNIC"",""Privada"",""Ciências Ambientais"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50008013"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"3077,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013004P1"",""PROSUP"",""UNIC"",""Privada"",""CIÊNCIAS ODONTOLÓGICAS INTEGRADAS"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""50008013"",0,0,12,0,0,0,0,0,0,0,0,0,0,0,12"
"3078,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013005P8"",""DS"",""IFMT"",""Federal"",""ENSINO"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""50005014"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3079,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013005P8"",""FAPEMAT-II"",""IFMT"",""Federal"",""ENSINO"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""50005014"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"3080,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013005P8"",""PROSUP"",""UNIC"",""Privada"",""ENSINO"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""50008013"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"3081,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013006P4"",""PROSUP"",""UNIC"",""Privada"",""AMBIENTE E SAÚDE"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""50008013"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"3082,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""50008013007P0"",""PROSUP"",""UNIC"",""Privada"",""BIOCIÊNCIA ANIMAL"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""50008013"",0,0,12,0,0,0,0,0,0,0,0,0,0,0,12"
"3083,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""53001010100P8"",""DS"",""UFMT"",""Federal"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50001019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3084,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""53001010100P8"",""FAPEMAT"",""UFMT"",""Federal"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50001019"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"3085,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""53001010100P8"",""FAPEMAT-II"",""UFMT"",""Federal"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50001019"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"3086,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""53001010100P8"",""PRO-AMAZONIA"",""UFMT"",""Federal"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50001019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3087,2018,""MT"",""CUIABÁ"",""CENTRO-OESTE"",""53001010105P0"",""NOVO PRODOUT"",""UFMT"",""Federal"",""CIÊNCIAS CONTÁBEIS"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""50001019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3088,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",NA,""DS"",""UNEMAT"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""50002015"",0,0,0,0,0,0,10,0,0,0,0,0,0,0,10"
"3089,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",NA,""PELD-CAPES"",""UNEMAT"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""50002015"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3"
"3090,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",NA,""PROCAD"",""UNEMAT"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""50002015"",0,0,0,5,0,0,0,0,0,0,0,0,0,0,5"
"3091,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""12001015038P1"",""DS"",""UNEMAT"",""Estadual"",""Biodiversidade e Biotecnologia - Rede BIONORTE"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50002015"",0,0,6,0,0,0,0,0,0,0,0,0,0,0,6"
"3092,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""12001015038P1"",""PRO-AMAZONIA"",""UNEMAT"",""Estadual"",""Biodiversidade e Biotecnologia - Rede BIONORTE"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50002015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3093,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015001P4"",""DS"",""UNEMAT"",""Estadual"",""CIÊNCIAS AMBIENTAIS"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,4,0,0,0,16,0,0,0,0,0,0,0,20"
"3094,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015001P4"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""CIÊNCIAS AMBIENTAIS"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,14"
"3095,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015001P4"",""PELD-CAPES"",""UNEMAT"",""Estadual"",""CIÊNCIAS AMBIENTAIS"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2"
"3096,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015001P4"",""PNPD"",""UNEMAT"",""Estadual"",""CIÊNCIAS AMBIENTAIS"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3097,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015002P0"",""DS"",""UNEMAT"",""Estadual"",""ECOLOGIA E CONSERVAÇÃO"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""50002015"",0,0,6,0,0,0,19,0,0,0,0,0,0,0,25"
"3098,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015002P0"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""ECOLOGIA E CONSERVAÇÃO"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""50002015"",0,0,14,0,0,0,0,0,0,0,0,0,0,0,14"
"3099,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015002P0"",""PELD-CAPES"",""UNEMAT"",""Estadual"",""ECOLOGIA E CONSERVAÇÃO"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""50002015"",0,0,2,1,0,0,0,0,0,0,0,0,0,1,4"
"3100,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015002P0"",""PNPD"",""UNEMAT"",""Estadual"",""ECOLOGIA E CONSERVAÇÃO"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3101,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015003P7"",""DS"",""UNEMAT"",""Estadual"",""Línguística"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,4,0,0,0,12,0,0,0,0,0,0,0,16"
"3102,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015003P7"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""Línguística"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,11,0,0,0,17,0,0,0,0,0,0,0,28"
"3103,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015003P7"",""PNPD"",""UNEMAT"",""Estadual"",""Línguística"",""INDEFINIDA"",""LINGÜÍSTICA"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3104,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015004P3"",""DS"",""UNEMAT"",""Estadual"",""Estudos Literários"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,6,0,0,0,9,0,0,0,0,0,0,0,15"
"3105,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015004P3"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""Estudos Literários"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4"
"3106,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015004P3"",""PNPD"",""UNEMAT"",""Estadual"",""Estudos Literários"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3107,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015005P0"",""DS"",""UNEMAT"",""Estadual"",""Educação"",""INDEFINIDA"",""EDUCAÇÃO"",""CIÊNCIAS HUMANAS"",""50002015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"3108,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015005P0"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""Educação"",""INDEFINIDA"",""EDUCAÇÃO"",""CIÊNCIAS HUMANAS"",""50002015"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"3109,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015005P0"",""PNPD"",""UNEMAT"",""Estadual"",""Educação"",""INDEFINIDA"",""EDUCAÇÃO"",""CIÊNCIAS HUMANAS"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3110,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015006P6"",""DS"",""UNEMAT"",""Estadual"",""AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,13,0,0,0,0,0,0,0,13"
"3111,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015006P6"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,11,0,0,0,0,0,0,0,11"
"3112,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015006P6"",""PNPD"",""UNEMAT"",""Estadual"",""AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3113,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015007P2"",""DS"",""UNEMAT"",""Estadual"",""GENÉTICA E MELHORAMENTO DE PLANTAS"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""50002015"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"3114,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015007P2"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""GENÉTICA E MELHORAMENTO DE PLANTAS"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""50002015"",0,0,0,0,0,0,14,0,0,0,0,0,0,0,14"
"3115,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015007P2"",""PELD-CAPES"",""UNEMAT"",""Estadual"",""GENÉTICA E MELHORAMENTO DE PLANTAS"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""50002015"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"3116,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015007P2"",""PNPD"",""UNEMAT"",""Estadual"",""GENÉTICA E MELHORAMENTO DE PLANTAS"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3117,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015008P9"",""DS"",""UNEMAT"",""Estadual"",""Biodiversidade e Agroecossistemas Amazônicos"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"3118,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015008P9"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""Biodiversidade e Agroecossistemas Amazônicos"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,13,0,0,0,0,0,0,0,13"
"3119,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015008P9"",""PNPD"",""UNEMAT"",""Estadual"",""Biodiversidade e Agroecossistemas Amazônicos"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3120,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015101P9"",""DS"",""UNEMAT"",""Estadual"",""ENSINO DE CIENCIAS E MATEMÁTICA"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3121,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015101P9"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""ENSINO DE CIENCIAS E MATEMÁTICA"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""50002015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"3122,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015102P5"",""DS"",""UNEMAT"",""Estadual"",""GEOGRAFIA"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""50002015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3123,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015102P5"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""GEOGRAFIA"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""50002015"",0,0,0,0,0,0,12,0,0,0,0,0,0,0,12"
"3124,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015156P8"",""DS"",""UNEMAT"",""Estadual"",""LETRAS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3125,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""50002015156P8"",""FAPEMAT-II"",""UNEMAT"",""Estadual"",""LETRAS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""50002015"",0,0,0,0,0,0,16,0,0,0,0,0,0,0,16"
"3126,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""53001010008P4"",""PROCAD"",""UNEMAT"",""Estadual"",""ECOLOGIA"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""50002015"",0,0,0,3,0,0,0,0,0,0,0,0,0,1,4"
"3127,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""53001010100P8"",""DS"",""UNEMAT"",""Estadual"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50002015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3128,2018,""MT"",""CÁCERES"",""CENTRO-OESTE"",""53001010100P8"",""FAPEMAT"",""UNEMAT"",""Estadual"",""Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""50002015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3129,2018,""MT"",""SINOP"",""CENTRO-OESTE"",NA,""PELD-CAPES"",""UNEMAT-SINOP"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""50002023"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"3130,2018,""MT"",""SINOP"",""CENTRO-OESTE"",""50002015001P4"",""PELD-CAPES"",""UNEMAT-SINOP"",""Estadual"",""CIÊNCIAS AMBIENTAIS"",""INDEFINIDA"",""CIÊNCIAS AMBIENTAIS"",""MULTIDISCIPLINAR"",""50002023"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"3131,2018,""PA"",""ANANINDEUA"",""NORTE"",NA,""DS"",""IEC"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15012018"",0,0,3,0,0,0,8,0,0,0,0,0,0,0,11"
"3132,2018,""PA"",""ANANINDEUA"",""NORTE"",NA,""PRO-AMAZONIA"",""IEC"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15012018"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"3133,2018,""PA"",""ANANINDEUA"",""NORTE"",""15012018001P7"",""DS"",""IEC"",""Federal"",""VIROLOGIA"",""INDEFINIDA"",""MICROBIOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""15012018"",0,0,7,0,0,0,4,0,0,0,0,0,0,0,11"
"3134,2018,""PA"",""ANANINDEUA"",""NORTE"",""15012018001P7"",""FAPESPA"",""IEC"",""Federal"",""VIROLOGIA"",""INDEFINIDA"",""MICROBIOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""15012018"",0,0,2,0,0,0,4,0,0,0,0,0,0,1,7"
"3135,2018,""PA"",""ANANINDEUA"",""NORTE"",""15012018001P7"",""PNPD"",""IEC"",""Federal"",""VIROLOGIA"",""INDEFINIDA"",""MICROBIOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""15012018"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3136,2018,""PA"",""ANANINDEUA"",""NORTE"",""15012018001P7"",""PRO-AMAZONIA"",""IEC"",""Federal"",""VIROLOGIA"",""INDEFINIDA"",""MICROBIOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""15012018"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"3137,2018,""PA"",""ANANINDEUA"",""NORTE"",""15012018002P3"",""DS"",""IEC"",""Federal"",""EPIDEMIOLOGIA E VIGILÂNCIA EM SAÚDE"",""INDEFINIDA"",""SAÚDE COLETIVA"",""CIÊNCIAS DA SAÚDE"",""15012018"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"3138,2018,""PA"",""BELÉM"",""NORTE"",NA,""BIOCOMPUTACI"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,2,0,0,0,0,0,0,0,0,0,4,6"
"3139,2018,""PA"",""BELÉM"",""NORTE"",NA,""CIMAR"",""IFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15008010"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3"
"3140,2018,""PA"",""BELÉM"",""NORTE"",NA,""CIMAR"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,6,0,0,0,0,0,0,0,1,0,1,8"
"3141,2018,""PA"",""BELÉM"",""NORTE"",NA,""DS"",""MPEG"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15027007"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,6"
"3142,2018,""PA"",""BELÉM"",""NORTE"",NA,""DS"",""UEPA"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15006018"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"3143,2018,""PA"",""BELÉM"",""NORTE"",NA,""DS"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,192,0,0,0,95,0,0,0,0,0,0,0,287"
"3144,2018,""PA"",""BELÉM"",""NORTE"",NA,""DS"",""UFRA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15002012"",0,0,4,0,0,0,9,0,0,0,0,0,0,0,13"
"3145,2018,""PA"",""BELÉM"",""NORTE"",NA,""EMBRAPA"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3146,2018,""PA"",""BELÉM"",""NORTE"",NA,""ISF"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",1,0,0,0,0,0,0,0,0,0,0,0,5,0,6"
"3147,2018,""PA"",""BELÉM"",""NORTE"",NA,""ISF"",""UFRA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15002012"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
"3148,2018,""PA"",""BELÉM"",""NORTE"",NA,""PELD-CAPES"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"3149,2018,""PA"",""BELÉM"",""NORTE"",NA,""PRO-AMAZONIA"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,16,0,0,0,0,0,1,0,0,0,5,22"
"3150,2018,""PA"",""BELÉM"",""NORTE"",NA,""PRO-AMAZONIA"",""UFRA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15002012"",0,0,0,4,0,0,0,0,0,1,0,0,0,0,5"
"3151,2018,""PA"",""BELÉM"",""NORTE"",NA,""PROCAD"",""UEPA"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15006018"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"3152,2018,""PA"",""BELÉM"",""NORTE"",NA,""PROCAD"",""UFPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15001016"",0,0,0,13,0,0,0,0,0,0,0,0,0,1,14"
"3153,2018,""PA"",""BELÉM"",""NORTE"",NA,""PROCAD"",""UNAMA"",""Privada"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15004015"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"3154,2018,""PA"",""BELÉM"",""NORTE"",NA,""PROSUP"",""CESUPA"",""Privada"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""15013014"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
